,T_min,T_max,R_s
2022-03-13,-4.1,0.6,13.6098
2022-03-14,-1.5,5.2,12.9474
2022-03-15,1.5,8.5,14.9616
2022-03-16,-0.8,6.4,14.2722
2022-03-17,1.8,9.1,12.312
2022-03-18,3.2,11.0,14.3154
2022-03-19,3.8,9.3,7.4952
2022-03-20,2.6,9.4,10.5984
2022-03-21,1.3,6.2,4.3182
2022-03-22,0.5,4.2,14.9994
2022-03-23,-1.2,6.2,20.8566
2022-03-24,-1.8,6.4,8.8884
2022-03-25,2.6,9.7,4.1832
2022-03-26,2.9,9.7,17.919
2022-03-27,2.7,7.8,15.3936
2022-03-28,-2.2,4.5,9.2358
2022-03-29,-4.3,0.4,9.9018
2022-03-30,-3.7,4.2,18.3816
2022-03-31,1.7,10.2,3.9168
2022-04-01,4.5,10.7,4.2246
2022-04-02,2.5,6.0,18.0162
2022-04-03,0.2,6.2,18.3114
2022-04-04,0.2,6.45,5.2632
2022-04-05,0.2,6.7,22.8564
2022-04-06,-2.0,11.2,23.1966
2022-04-07,-0.6,12.2,16.3368
2022-04-08,2.9,9.3,7.4322
2022-04-09,2.7,14.0,15.020999999999999
2022-04-10,3.7,8.3,9.6822
2022-04-11,3.8,10.9,24.5106
2022-04-12,2.1,7.1,5.2722
2022-04-13,3.0,13.6,15.903
2022-04-14,5.5,6.9,4.9032
2022-04-15,3.1,8.4,8.1702
2022-04-16,6.0,11.7,14.1948
2022-04-17,4.6,10.3,22.1778
2022-04-18,0.4,8.5,21.857400000000002
2022-04-19,3.1,12.3,3.4794
2022-04-20,3.6,9.2,26.2638
2022-04-21,0.2,9.2,25.1964
2022-04-22,5.2,11.2,17.9586
2022-04-23,0.8,7.9,27.7542
2022-04-24,-1.4,9.1,27.297
2022-04-25,2.1,12.2,23.977800000000002
2022-04-26,1.0,11.9,12.979800000000001
2022-04-27,5.4,9.1,6.8868
2022-04-28,2.7,6.1,11.277000000000001
2022-04-29,2.3,6.0,11.1942
2022-04-30,2.3,8.6,18.5328
2022-05-01,1.5,10.1,17.2908
2022-05-02,2.6,11.0,26.3196
2022-05-03,1.4,14.8,26.6904
2022-05-04,2.4,11.1,12.2922
2022-05-05,5.5,12.6,18.3402
2022-05-06,1.8,11.2,25.531200000000002
2022-05-07,2.2,13.6,24.1452
2022-05-08,0.9,14.1,21.9816
2022-05-13,9.0,17.4,17.5338
2022-05-14,10.2,15.8,21.3966
2022-05-15,9.3,13.1,6.696
2022-05-16,9.7,14.3,13.734
2022-05-17,8.8,14.1,23.148
2022-05-18,6.4,11.6,29.0376
2022-05-19,4.0,15.8,19.2438
2022-05-20,7.0,14.4,19.9062
2022-05-21,7.7,14.8,9.5418
2022-05-22,10.5,18.5,15.991200000000001
2022-05-23,9.3,18.6,25.0488
2022-05-24,4.5,19.2,12.3282
2022-05-25,4.2,14.3,31.3326
2022-05-26,5.7,15.1,19.8918
2022-05-27,11.1,15.8,8.6418
2022-05-28,10.6,17.4,7.2792
2022-05-29,11.1,20.0,31.0968
2022-05-30,10.8,16.5,29.3004
2022-05-31,6.6,15.9,24.3774
2022-06-01,3.8,13.3,31.9086
2022-06-02,6.5,16.5,27.8964
2022-06-03,6.3,20.1,27.2232
2022-06-04,8.1,16.7,27.8028
2022-06-05,6.9,14.9,16.497
2022-06-06,8.4,19.1,31.4424
2022-06-07,8.7,19.6,29.4768
2022-06-08,12.3,15.9,7.8911999999999995
2022-06-09,11.3,17.4,7.9992
2022-06-10,11.0,17.8,31.5468
2022-06-11,9.4,20.2,25.0668
2022-06-12,8.9,21.6,28.897199999999998
2022-06-13,13.8,17.0,6.6852
2022-06-14,12.7,17.9,19.593
2022-06-15,9.2,24.9,29.2914
2022-06-16,8.5,19.3,29.682
2022-06-17,12.2,14.8,4.9734
2022-06-18,9.0,17.4,23.999399999999998
2022-06-19,9.6,14.0,22.564799999999998
2022-06-20,9.6,14.9,22.395599999999998
2022-06-21,10.3,17.9,26.6652
2022-06-22,9.5,17.8,23.4108
2022-06-23,11.1,22.2,25.3296
2022-06-24,12.4,20.3,15.3288
2022-06-25,13.6,20.8,30.771
2022-06-26,12.9,24.4,29.822400000000002
2022-06-27,13.4,22.6,22.743
2022-06-28,11.3,19.4,16.7652
2022-06-29,11.0,22.8,27.9648
2022-06-30,11.7,20.1,22.1094
2022-07-01,12.0,23.1,24.651
2022-07-02,14.8,18.2,7.5222
2022-07-03,12.7,23.1,20.7918
2022-07-04,11.8,20.6,31.8222
2022-07-05,11.9,23.1,26.7696
2022-07-06,11.6,18.7,10.2312
2022-07-07,10.3,21.3,31.8636
2022-07-08,11.8,20.0,15.6312
2022-07-09,11.8,22.5,31.0338
2022-07-10,9.2,22.1,31.5792
2022-07-11,12.2,21.3,28.7226
2022-07-12,12.45,22.05,28.7316
2022-07-13,12.7,22.8,20.5056
2022-07-14,12.2,25.6,22.9374
2022-07-15,14.4,20.4,22.5486
2022-07-16,15.1,21.6,14.5566
2022-07-17,14.8,22.9,23.4504
2022-07-18,14.8,22.1,16.2864
2022-07-19,16.7,21.0,13.6548
2022-07-20,16.2,24.5,24.831
2022-07-21,15.4,23.9,21.639599999999998
2022-07-22,16.5,25.2,24.3846
2022-07-23,16.4,26.2,26.7642
2022-07-24,16.3,26.7,25.9974
2022-07-25,18.0,21.9,6.777
2022-07-26,14.4,23.8,27.4356
2022-07-27,14.2,23.6,28.683
2022-07-28,14.8,25.6,28.3716
2022-07-29,16.7,22.9,13.6206
2022-07-30,16.6,22.3,17.4942
2022-07-31,15.7,22.2,28.5246
2022-08-01,16.4,23.5,16.7526
2022-08-02,17.3,20.1,10.7766
2022-08-03,15.0,24.4,23.1066
2022-08-04,15.7,23.9,24.4332
2022-08-05,17.7,24.8,13.131
2022-08-06,18.3,25.2,22.176
2022-08-07,18.5,24.0,18.6156
2022-08-08,17.7,24.3,12.0366
2022-08-09,18.6,23.7,9.3276
2022-08-10,15.2,22.8,21.933
2022-08-11,15.4,19.7,10.0818
2022-08-12,13.4,22.0,20.205
2022-08-13,14.9,25.1,13.507200000000001
2022-08-14,14.5,20.6,24.7572
2022-08-15,13.4,22.9,21.758399999999998
2022-08-16,14.2,27.5,21.4776
2022-08-17,15.6,24.0,7.497
2022-08-18,15.5,19.4,12.5046
2022-08-19,15.5,20.7,25.2288
2022-08-20,13.5,26.8,24.7806
2022-08-21,13.3,27.5,24.9894
2022-08-22,14.5,26.4,19.215
2022-08-23,16.9,21.4,8.7642
2022-08-24,16.9,21.5,8.8074
2022-08-25,13.8,20.4,17.3448
2022-08-26,14.3,23.6,18.3816
2022-08-27,14.8,23.6,17.964
2022-08-28,12.9,22.5,11.4768
2022-08-29,11.4,21.8,14.9796
2022-08-30,17.2,23.6,16.1748
2022-08-31,15.0,20.7,5.247
2022-09-01,12.1,23.6,22.9446
2022-09-02,10.7,17.7,24.2172
2022-09-03,8.6,21.4,23.7924
2022-09-04,10.3,20.5,23.0148
2022-09-05,14.8,20.9,8.0676
2022-09-06,14.5,17.8,6.318
2022-09-07,11.2,23.0,22.2966
2022-09-08,11.3,24.0,18.2358
2022-09-09,11.8,23.2,21.0132
2022-09-10,14.1,23.7,19.9548
2022-09-11,14.9,25.4,16.4106
2022-09-12,15.8,21.0,13.437
2022-09-13,16.1,22.3,0.1476
2022-09-14,14.8,20.5,16.4574
2022-09-15,12.3,16.1,20.5326
2022-09-16,10.6,15.4,21.1536
2022-09-17,9.8,15.1,21.0996
2022-09-18,11.4,16.5,2.79
2022-09-19,9.7,17.7,11.4858
2022-09-20,12.7,17.8,4.8672
2022-09-21,12.2,15.9,9.261000000000001
2022-09-22,12.2,19.0,13.4244
2022-09-23,9.6,14.2,4.7232
2022-09-24,9.9,14.6,9.5958
2022-09-25,11.6,17.7,16.6338
2022-09-26,14.3,18.8,8.2332
2022-09-27,13.8,22.3,12.4398
2022-09-28,3.3,17.5,18.1494
2022-09-29,7.6,17.0,19.2672
2022-09-30,6.0,15.4,17.3016
2022-10-01,5.6,14.8,10.1106
2022-10-02,2.3,14.1,13.1382
2022-10-03,1.4,15.0,18.0756
2022-10-04,4.5,18.9,16.2594
2022-10-05,11.9,18.4,13.1112
2022-10-06,8.5,15.6,2.9934
2022-10-07,8.8,19.4,14.9292
2022-10-08,6.4,14.4,9.1134
2022-10-09,3.5,14.2,14.184
2022-10-10,3.5,12.5,12.4848
2022-10-11,3.8,12.9,5.2488
2022-10-17,7.8,17.2,5.2938
2022-10-18,13.8,19.6,4.0374
2022-10-19,9.9,18.9,6.4638
2022-10-20,9.7,14.3,12.9618
2022-10-21,8.3,16.0,11.6496
2022-10-22,4.9,17.1,13.9032
2022-10-23,4.9,15.7,12.5838
2022-10-24,14.0,18.4,5.3838
2022-10-25,15.4,19.3,5.6016
2022-10-26,15.7,19.8,3.4578
2022-10-27,7.3,15.7,4.626
2022-10-28,1.7,12.2,13.1328
2022-10-29,-0.4,12.4,14.6142
2022-10-30,6.5,14.5,12.4902
2022-10-31,4.2,15.1,11.853
2022-11-01,11.4,15.0,3.9132000000000002
2022-11-02,3.8,14.5,12.0654
2022-11-03,2.2,11.8,11.4768
2022-11-04,11.1,15.7,13.6836
2022-11-05,13.6,17.7,9.693
2022-11-06,14.8,19.2,10.0062
2022-11-07,9.8,17.9,4.401
2022-11-08,3.7,10.1,8.3322
2022-11-09,-1.1,7.6,10.962
2022-11-10,7.6,13.5,1.9512
2022-11-15,0.6,5.0,5.6556
2022-11-16,0.8,14.6,3.2166
2022-11-17,2.5,6.5,3.0222
2022-11-18,0.0,5.2,6.462
2022-11-19,-1.1,5.9,6.4152
2022-11-20,-1.9,6.6,4.5252
2022-11-21,-3.3,7.6,6.643800000000001
2022-11-22,-2.0,7.1,10.097999999999999
2022-11-23,-3.4,7.5,8.235
2022-11-24,-5.8,3.2,8.55
2022-11-25,-0.2,10.0,3.4002
2022-11-26,2.8,6.0,4.3398
2022-11-27,-1.1,11.5,7.8228
2022-11-28,2.5,13.3,3.0888
2022-11-29,-3.9,3.6,8.5248
2022-11-30,-4.3,12.8,4.0662
2022-12-01,1.2,12.9,4.3668000000000005
2022-12-02,-3.7,3.2,8.1954
2022-12-03,0.2,11.9,3.3156
2022-12-04,-2.0,11.1,12.3156
2022-12-05,-4.2,4.7,8.046
2022-12-06,-2.1,8.9,7.569
2022-12-07,6.0,11.8,2.0772
2022-12-08,3.1,11.5,3.5802
2022-12-09,2.0,4.7,3.9834
2022-12-10,-4.8,2.7,6.507
2022-12-11,-4.7,-1.7,5.5206
2022-12-12,-5.4,0.3,6.39
2022-12-13,-5.0,0.0,5.0742
2022-12-14,-5.3,-0.3,4.266
2022-12-15,-1.9,4.8,5.076
2022-12-16,-0.5,5.3,3.7836
2022-12-17,4.4,8.0,3.6954000000000002
2022-12-18,1.9,5.7,2.9052
2022-12-19,0.6,2.7,2.0124
2022-12-20,-0.6,3.4,5.679
2022-12-21,-2.0,4.7,6.7914
2022-12-22,-1.6,4.3,12.672
2022-12-23,0.5,13.3,1.4022
2022-12-24,-1.9,4.9,1.0602
2022-12-25,-2.1,0.5,1.2312
2022-12-26,-1.2,1.5,5.4072000000000005
2022-12-27,-2.8,3.5,1.908
2022-12-28,-6.1,4.6,4.1868
2022-12-29,-1.9,3.6,5.0112
2022-12-30,-2.2,9.2,5.0958
2022-12-31,7.6,12.1,4.3146
2023-01-01,2.4,10.6,2.1186
2023-01-02,-1.2,5.6,6.0894
2023-01-03,-1.2,8.8,2.8242000000000003
2023-01-08,-6.4,2.7,3.5244
2023-01-09,-0.7,5.9,3.4326000000000003
2023-01-10,-3.3,2.5,3.4146
2023-01-11,-7.8,-1.1,8.4924
2023-01-12,-8.5,2.8,8.4276
2023-01-13,2.3,10.8,1.5282
2023-01-14,0.7999999999999998,6.300000000000001,2.97
2023-01-15,-0.7,1.8,3.2706
2023-01-16,1.4,4.6,1.3716
2023-01-17,1.7,4.5,3.6828000000000003
2023-01-18,3.6,8.8,7.2
2023-01-19,-0.5,3.8,2.934
2023-01-20,-1.8,0.1,2.3004
2023-01-21,-4.6,0.3,10.0548
2023-01-22,-1.7,3.1,6.7158
2023-01-23,-0.9,9.3,6.003
2023-01-24,-1.4,3.6,5.085
2023-01-25,-2.2,2.6,5.463
2023-01-26,1.9,10.9,4.4946
2023-01-27,-5.8,2.1,17.4312
2023-01-28,-5.2,5.5,4.8852
2023-01-29,-1.4,7.8,7.713
2023-01-30,-2.0,7.4,9.6354
2023-01-31,-7.3,-0.2,2.6802
2023-02-01,-9.3,-4.8,11.0178
2023-02-02,-8.6,2.6,8.0892
2023-02-03,-21.8,3.2,4.7448
2023-02-04,-21.8,-8.2,3.4614000000000003
2023-02-05,-8.1,6.4,3.5568
2023-02-06,-3.2,9.4,6.9048
2023-02-07,-5.1,3.2,11.422799999999999
2023-02-08,1.6,6.0,9.6732
2023-02-09,-2.8,1.8,10.7334
2023-02-10,-0.9,8.9,4.1202000000000005
2023-02-11,-6.3,4.6,7.4628
2023-02-12,-6.3,6.6,11.3814
2023-02-13,-2.2,2.0,1.8252
2023-02-14,-4.6,-0.7,9.3798
2023-02-15,-7.7,8.8,8.8938
2023-02-16,3.5,10.8,12.889800000000001
2023-02-17,-2.6,9.0,1.6704
2023-02-18,-6.0,1.4,12.951
2023-02-19,0.7,5.1,11.4264
2023-02-20,3.6,8.8,2.565
2023-02-21,-5.3,3.8,5.1804
2023-02-22,-5.6,5.5,13.8546
2023-02-23,-7.4,-1.5,3.6054
2023-02-24,-10.0,2.7,4.968
2023-02-25,-12.3,-9.0,10.305
2023-02-26,-12.2,-5.1,14.0418
2023-02-27,-11.2,-2.6,15.948
2023-02-28,-9.2,-2.2,11.07
2023-03-01,-3.7,1.6,10.2042
2023-03-02,-3.5,0.8,2.9196
2023-03-03,-4.8,0.3,12.0996
2023-03-04,-5.7,-2.9,3.2976
2023-03-05,-4.2,4.0,16.581599999999998
2023-03-06,-0.4,2.5,7.3782
2023-03-07,-1.1,2.5,9.4374
2023-03-08,-2.4,4.1,12.6018
2023-03-09,-2.2,3.6,19.2312
2023-03-10,-3.7,3.5,13.4136
2023-03-11,-5.2,4.0,15.677999999999999
2023-03-12,-1.5,9.0,18.4482
2023-03-13,-5.0,6.0,16.9452
2023-03-14,-0.2,4.0,7.5186
2023-03-15,-0.3,8.7,11.304
2023-03-16,-0.8,2.9,11.4984
2023-03-17,0.3,7.0,16.342200000000002
2023-03-18,2.8,8.2,8.3196
2023-03-19,-3.2,4.7,9.6912
2023-03-20,-3.8,4.6,31.3182
2023-03-21,-3.2,8.8,24.0408
2023-03-22,-2.4,4.6,23.1084
2023-03-23,-0.6,6.6,4.0536
2023-03-24,1.8,6.2,18.1854
2023-03-25,0.1,5.3,17.505
2023-03-26,0.1,5.7,8.7372
2023-03-27,1.2,7.8,23.301
2023-03-28,1.0,8.2,15.4494
2023-03-29,-1.2,7.3,20.9142
2023-03-30,-2.2,5.3,14.2632
2023-03-31,-2.5,3.3,21.7242
2023-04-01,-0.1,7.9,5.2164
2023-04-02,-0.8,6.2,21.0798
2023-04-03,-3.3,4.6,26.4384
2023-04-04,4.5,8.0,6.2316
2023-04-05,0.9,7.5,11.4336
2023-04-06,1.3,7.1,5.6178
2023-04-07,-0.4,9.8,17.2998
2023-04-08,-2.2,3.2,24.3486
2023-04-09,-1.2,6.2,42.6636
2023-04-10,2.5,9.6,24.7932
2023-04-11,2.5,12.7,17.2602
2023-04-12,2.8,11.8,22.8258
2023-04-13,1.7,14.6,23.697
2023-04-14,4.8,18.5,25.1694
2023-04-15,3.9,15.1,32.2146
2023-04-16,6.6,18.1,14.8554
2023-04-17,7.2,14.0,9.576
2023-04-18,6.6,13.9,17.9334
2023-04-19,5.4,10.8,14.391
2023-04-20,2.8,8.1,20.2086
2023-04-21,0.2,8.4,29.4372
2023-04-22,1.7,11.9,24.0246
2023-04-23,0.6,15.8,25.8048
2023-04-24,4.1,10.6,14.5314
2023-04-25,3.3,11.6,15.2298
2023-04-26,2.3,9.3,12.0942
2023-04-27,3.6,11.1,32.8302
2023-04-28,2.4,13.0,20.3472
2023-04-29,0.7,14.2,26.532
2023-04-30,3.7,13.7,15.4332
2023-05-01,4.5,13.2,9.468
2023-05-02,3.8,15.9,31.059
2023-05-03,3.9,10.7,18.8658
2023-05-04,4.0,10.9,9.3348
2023-05-05,4.3,13.9,26.442
2023-05-06,2.2,15.4,27.9936
2023-05-07,6.0,16.3,25.7598
2023-05-08,3.0,15.5,37.8828
2023-05-09,2.0,9.7,42.7842
2023-05-10,3.6,13.2,28.0368
2023-05-11,5.4,18.5,24.6402
2023-05-12,6.8,18.5,25.0578
2023-05-13,5.4,18.9,27.2988
2023-05-14,4.5,11.1,59.0058
2023-05-15,5.7,15.1,32.8482
2023-05-16,7.7,17.5,17.8578
2023-05-17,4.6,11.5,24.7536
2023-05-18,3.5,10.0,30.4038
2023-05-19,5.0,11.8,28.6848
2023-05-20,8.9,15.6,33.705
2023-05-21,5.8,14.2,11.4336
2023-05-22,5.0,18.4,24.4152
2023-05-23,2.4,14.3,30.7152
2023-05-24,3.4,16.2,27.6372
2023-05-25,7.2,14.0,20.8206
2023-05-26,6.1,11.0,20.0304
2023-05-27,7.6,18.0,35.1468
2023-05-28,9.9,17.2,29.3166
2023-05-29,4.8,18.4,29.9898
2023-05-30,4.2,15.4,29.314799999999998
2023-05-31,7.1,15.5,30.1158
2023-06-01,9.4,17.6,41.2488
2023-06-02,9.7,24.6,37.4886
2023-06-03,6.5,10.6,4.8276
2023-06-04,7.8,9.7,3.4056
2023-06-05,7.8,13.8,8.8218
2023-06-06,7.8,11.1,10.1682
2023-06-07,7.5,14.0,28.8468
2023-06-08,8.7,16.9,19.4202
2023-06-09,8.4,16.7,10.7118
2023-06-10,7.6,14.1,21.645
2023-06-11,8.2,17.5,26.9622
2023-06-12,10.2,20.0,26.694
2023-06-13,12.9,23.0,43.65
2023-06-14,11.0,16.5,24.2262
2023-06-15,10.9,17.9,23.1786
2023-06-16,10.8,19.8,27.5364
2023-06-17,11.5,20.5,12.3606
2023-06-18,9.6,12.9,7.3782
2023-06-19,9.2,16.3,13.6422
2023-06-20,8.8,16.3,29.3166
2023-06-21,9.3,19.8,30.1914
2023-06-22,8.5,18.0,31.4946
2023-06-23,8.2,23.6,25.7094
2023-06-24,12.6,19.7,12.0636
2023-06-25,13.8,18.1,11.2968
2023-06-26,14.3,22.9,19.7442
2023-06-27,14.4,20.2,11.8296
2023-06-28,16.2,20.4,9.8154
2023-06-29,15.6,19.1,9.5886
2023-06-30,15.8,21.4,10.3248
2023-07-01,16.9,23.9,39.8628
2023-07-02,16.0,21.3,21.5118
2023-07-03,12.8,17.7,4.5072
2023-07-04,12.3,21.4,20.4822
2023-07-05,13.7,20.9,20.1024
2023-07-06,13.8,25.4,28.846799999999998
2023-07-07,14.0,22.4,54.63
2023-07-08,15.8,24.5,20.5416
2023-07-09,19.2,28.4,37.6056
2023-07-10,17.9,25.6,14.5494
2023-07-11,14.6,20.9,10.5678
2023-07-12,13.0,25.5,26.775
2023-07-13,14.9,25.9,27.5832
2023-07-14,15.0,23.6,32.067
2023-07-15,17.6,24.4,14.8536
2023-07-16,17.6,25.0,18.3798
2023-07-17,15.3,22.5,12.2022
2023-07-18,15.1,24.1,16.660800000000002
2023-07-19,15.8,20.1,14.3622
2023-07-20,14.4,24.7,35.0226
2023-07-21,15.8,24.3,10.0764
2023-07-22,14.1,24.5,19.6398
2023-07-23,14.5,23.8,22.6818
2023-07-24,15.2,24.5,27.1098
2023-07-25,15.6,24.4,30.528
2023-07-26,14.4,24.0,30.1698
2023-07-27,17.6,23.1,17.137800000000002
2023-07-28,16.5,21.8,22.8654
2023-07-29,16.4,24.8,18.7794
2023-07-30,13.8,19.5,27.831599999999998
2023-07-31,13.4,22.9,30.8538
2023-08-01,11.7,20.8,29.6046
2023-08-02,10.3,20.1,28.7082
2023-08-03,10.0,21.5,27.7524
2023-08-04,11.6,21.5,24.1794
2023-08-05,14.4,21.2,15.282
2023-08-06,12.8,20.9,27.4788
2023-08-07,13.0,24.4,25.750799999999998
2023-08-08,14.6,22.1,11.0934
2023-08-09,14.7,19.1,12.474
2023-08-10,14.2,22.7,24.066
2023-08-11,14.5,20.0,15.957
2023-08-12,14.2,21.8,52.5744
2023-08-13,15.5,22.2,10.962
2023-08-14,15.0,21.1,19.0098
2023-08-15,15.0,19.3,5.6484
2023-08-16,14.6,22.7,12.2238
2023-08-17,16.2,23.0,11.0142
2023-08-18,16.9,20.1,6.7248
2023-08-19,14.7,21.7,25.434
2023-08-20,14.2,20.7,22.6206
2023-08-21,14.3,21.4,13.7106
2023-08-22,12.6,22.6,25.2756
2023-08-23,11.3,19.7,25.533
2023-08-24,13.1,22.4,26.8128
2023-08-25,13.6,20.4,9.675
2023-08-26,15.0,18.1,3.7872
2023-08-27,13.8,23.8,19.996199999999998
2023-08-28,12.9,22.2,24.201
2023-08-29,12.7,22.3,10.8828
2023-08-30,15.5,20.1,6.7518
2023-08-31,9.3,17.8,24.1488
2023-09-01,8.8,19.3,23.724
2023-09-02,11.3,19.5,22.275000000000002
2023-09-03,12.7,20.0,13.7322
2023-09-04,13.1,18.3,13.9302
2023-09-05,13.8,27.8,29.5272
2023-09-06,15.3,24.4,13.8168
2023-09-07,15.2,23.4,20.6532
2023-09-08,15.6,22.1,17.8488
2023-09-09,15.6,20.4,12.2724
2023-09-10,15.7,21.4,8.1108
2023-09-11,17.9,23.1,9.225
2023-09-12,18.0,25.5,0.5993999999999999
2023-09-16,13.9,21.0,1.4292
2023-09-17,11.8,18.0,18.6822
2023-09-18,10.2,17.4,6.8166
2023-09-19,13.9,18.0,12.3894
2023-09-20,12.3,17.3,17.4978
2023-09-21,9.5,18.0,19.1934
2023-09-22,7.1,17.3,19.3518
2023-09-23,5.7,16.0,26.739
2023-09-24,9.7,19.1,22.4388
2023-09-25,9.5,21.3,15.8778
2023-09-26,5.6,18.1,19.2978
2023-09-27,5.9,17.9,14.1156
2023-09-28,7.5,15.9,10.4904
2023-09-29,8.0,17.0,20.6064
2023-09-30,9.2,17.4,7.9416
2023-10-01,9.3,21.9,13.4802
2023-10-02,8.7,23.2,17.9532
2023-10-03,8.7,19.1,16.8768
2023-10-04,11.5,21.6,15.8634
2023-10-05,12.5,20.2,16.8228
2023-10-06,12.9,22.9,16.322400000000002
2023-10-07,14.9,20.9,4.6998
2023-10-08,11.9,18.5,11.4318
2023-10-09,9.8,16.5,6.9048
2023-10-10,8.6,15.8,16.2
2023-10-11,7.7,21.1,16.7346
2023-10-12,6.8,16.9,24.5178
2023-10-13,8.7,12.9,9.9576
2023-10-14,10.2,13.4,7.7382
2023-10-15,7.1,15.0,10.9404
2023-10-16,8.7,13.9,5.013
2023-10-17,5.6,12.9,8.6094
2023-10-18,5.9,14.3,10.701
2023-10-19,10.1,15.7,9.0828
2023-10-20,9.6,17.8,10.674
2023-10-21,13.4,17.7,6.2424
2023-10-22,8.2,13.9,4.3884
2023-10-23,3.0,13.0,12.735
2023-10-24,1.1,12.8,13.5342
2023-10-25,11.8,15.3,7.4394
2023-10-26,9.8,22.0,12.3084
2023-10-27,11.7,18.5,9.5958
2023-10-28,10.6,18.7,12.0492
2023-10-29,5.6,10.9,9.3546
2023-10-30,3.9,6.0,1.3572
2023-10-31,-0.1,7.6,8.5914
2023-11-01,-0.2,3.4,3.2724
2023-11-02,0.2,5.8,12.1878
2023-11-03,3.9,10.2,8.6634
2023-11-04,6.3,13.5,7.515000000000001
2023-11-05,1.9,13.4,16.0218
2023-11-06,-0.4,6.0,11.295
2023-11-07,2.0,13.0,1.9854
2023-11-08,1.9,9.0,1.773
2023-11-09,1.4,3.9,2.196
2023-11-10,1.7,10.2,8.9568
2023-11-11,2.2,8.3,12.7476
2023-11-12,-2.6,5.7,6.1722
2023-11-13,-4.0,3.6,8.7354
2023-11-14,-2.1,4.7,7.074
2023-11-15,-0.7,8.1,9.6102
2023-11-16,-0.6,11.1,12.3606
2023-11-17,-1.6,12.8,10.112400000000001
2023-11-18,3.9,13.8,1.4778
2023-11-19,1.8,6.9,9.2052
2023-11-20,-0.7,4.7,5.3334
2023-11-21,-3.8,3.6,9.747
2023-11-22,-3.0,8.1,1.6956
2023-11-23,3.7,8.1,5.0544
2023-11-24,-4.5,7.8,5.508
2023-11-25,-5.0,-0.2,7.6536
2023-11-26,-1.9,5.3,3.0492
2023-11-27,1.8,10.5,1.7082
2023-11-28,-1.4,4.7,2.2788
2023-11-29,-1.6,0.8,4.3794
2023-11-30,-2.9,7.3,3.5982000000000003
2023-12-01,6.5,10.3,9.2628
2023-12-02,5.9,8.1,1.197
2023-12-03,0.3,6.0,1.3662
2023-12-04,-0.7,2.5,4.7556
2023-12-05,-2.8,1.9,5.6502
2023-12-06,-5.5,0.4,7.623
2023-12-07,-5.4,-0.3,2.4984
2023-12-08,-3.5,2.2,8.1522
2023-12-09,-1.4,4.6,3.9816000000000003
2023-12-10,4.1,11.9,5.8752
2023-12-11,4.1,13.5,1.314
2023-12-12,1.1,5.2,7.0038
2023-12-13,-1.2,6.3,2.601
2023-12-14,-4.3,0.5,5.4756
2023-12-15,0.3,7.6,5.2362
2023-12-16,-4.5,6.7,12.7386
2023-12-17,-5.0,10.9,6.9246
2023-12-18,7.8,13.6,1.044
2023-12-19,4.4,8.3,1.8306
2023-12-20,0.9,5.2,3.1266
2023-12-21,-5.5,0.9,4.3236
2023-12-22,-8.5,-3.2,9.5922
2023-12-23,-9.3,1.8,7.3296
2023-12-24,-3.0,6.0,5.7168
2023-12-25,-3.0,8.2,13.194
2023-12-26,-0.7,8.7,5.8392
2023-12-27,2.2,6.0,2.4336
2023-12-28,4.4,7.2,5.7618
2023-12-29,1.8,4.7,1.773
2023-12-30,1.7,4.0,1.548
2023-12-31,-0.3,2.8,5.8932
2024-01-01,-3.4,-0.1,2.1168
2024-01-02,-3.2,1.9,5.5206
2024-01-03,-3.2,2.6,10.6974
2024-01-04,-5.0,3.1,2.7522
2024-01-05,-6.4,-2.9,3.7134
2024-01-06,-8.2,-2.6,7.7634
2024-01-07,-7.8,-3.1,2.6172
2024-01-08,-5.1,-1.3,6.3378000000000005
2024-01-09,-5.2,-1.5,7.1532
2024-01-10,-2.4,9.2,1.629
2024-01-11,1.8,6.5,6.4836
2024-01-12,-4.7,2.9,8.6292
2024-01-13,-3.5,9.5,1.5318
2024-01-14,-1.0,5.5,3.5856
2024-01-15,-1.6,0.5,4.4226
2024-01-16,-2.3,9.9,2.3814
2024-01-17,-4.4,6.6,4.9428
2024-01-18,-5.3,-1.4,4.8852
2024-01-19,-6.4,-1.7,7.686
2024-01-20,-7.4,-4.0,2.5452
2024-01-21,-6.4,-2.7,3.7476000000000003
2024-01-22,-9.4,3.2,9.4536
2024-01-23,-6.3,3.3,8.1846
2024-01-24,-7.4,1.4,5.1498
2024-01-25,-1.1,6.5,5.3064
2024-01-26,-3.5,0.9,2.1312
2024-01-27,0.0,2.0,5.3406
2024-01-28,-0.3,1.6,5.1606
2024-01-29,-8.4,0.5,5.6376
2024-01-30,-9.4,-3.8,9.3852
2024-01-31,-7.4,0.4,4.8420000000000005
2024-02-01,-0.1,2.1,2.9088
2024-02-02,-0.2,2.4,5.067
2024-02-03,-5.3,-0.1,6.8382000000000005
2024-02-04,-5.6,-2.8,5.589
2024-02-05,-3.6,0.1,6.4584
2024-02-06,-2.3,2.1,8.3142
2024-02-07,-7.1,2.3,10.769400000000001
2024-02-08,-7.4,2.6,13.1346
2024-02-09,-7.1,3.6,12.5874
2024-02-10,-1.0,5.7,8.5734
2024-02-11,-1.1,6.3,11.8566
2024-02-12,-1.3,5.5,12.7692
2024-02-13,-4.6,1.8,9.7416
2024-02-14,-7.3,-2.0,13.721400000000001
