,T_min,T_max,R_s
2015-10-19,0.6,8.1,10.2816
2015-10-20,8.0,13.9,5.634
2015-10-21,-0.1,11.8,13.3992
2015-10-22,1.5,14.9,6.4475999999999996
2015-10-23,2.5,12.9,10.7064
2015-10-24,4.0,10.5,7.7292
2015-10-25,8.6,13.6,3.4416
2015-10-26,-1.3,9.0,13.194
2015-10-27,-2.9,8.8,12.69
2015-10-28,0.1,12.1,10.4616
2015-10-29,11.5,16.5,1.6308
2015-10-30,4.2,13.0,11.3328
2015-10-31,1.9,7.6,12.3372
2015-11-01,4.3,12.8,2.124
2015-11-02,4.5,14.4,11.505600000000001
2015-11-03,2.0,10.7,3.2688
2015-11-04,3.6,12.4,8.8092
2015-11-05,1.3,12.7,3.942
2015-11-06,10.5,15.0,2.0232
2015-11-07,8.5,14.4,8.046
2015-11-08,4.0,9.2,10.4652
2015-11-09,3.9,11.9,10.4904
2015-11-10,5.4,12.4,7.7256
2015-11-11,5.1,10.5,1.5839999999999999
2015-11-12,4.7,9.3,4.1544
2015-11-13,9.4,13.3,8.4456
2015-11-14,4.2,9.9,6.4475999999999996
2015-11-15,3.6,8.3,4.014
2015-11-16,2.6,9.4,7.092
2015-11-17,0.4,6.6,5.5728
2015-11-18,-1.3,6.3,8.37
2015-11-19,-1.7,6.8,4.896
2015-11-20,6.3,11.6,2.07
2015-11-21,4.8,13.2,3.6324
2015-11-22,8.6,13.2,4.356
2015-11-23,-0.3,15.3,1.548
2015-11-24,-3.7,0.1,4.0572
2015-11-25,-5.7,2.8,8.992799999999999
2015-11-26,-5.6,8.9,7.3836
2015-11-27,7.7,13.5,7.7832
2015-11-28,-0.5,11.2,1.2564
2015-11-29,-4.4,2.9,5.8392
2015-11-30,-7.7,1.8,8.5608
2015-12-01,-0.3,4.6,7.7904
2015-12-02,3.1,12.7,2.5164
2015-12-03,1.0,12.4,1.7568000000000001
2015-12-04,-1.2,5.9,7.5096
2015-12-05,3.2,7.3,3.3084
2015-12-06,6.2,10.4,6.6312
2015-12-07,0.8,10.1,5.6735999999999995
2015-12-08,-1.2,2.8,3.1356
2015-12-09,-1.9,5.9,7.29
2015-12-10,0.3,9.0,3.7800000000000002
2015-12-11,8.6,12.0,2.0592
2015-12-12,6.3,11.1,7.2792
2015-12-13,-0.5,7.4,6.2424
2015-12-14,0.7,4.6,1.1088
2015-12-15,2.3,10.4,2.0412
2015-12-16,-0.2,4.7,6.1128
2015-12-17,-0.5,11.1,2.2572
2015-12-18,3.3,12.3,1.6992
2015-12-19,-0.4,4.8,3.834
2015-12-20,-2.9,1.8,6.0372
2015-12-21,1.2,10.2,3.6756
2015-12-22,3.9,11.6,2.0340000000000003
2015-12-23,4.1,8.4,2.5128
2015-12-24,5.8,12.8,1.44
2015-12-25,5.4,12.2,5.7672
2015-12-26,0.1,7.5,7.6644
2015-12-27,0.4,3.1,0.9396
2015-12-28,-9.0,1.3,4.4532
2015-12-29,-9.0,-4.4,0.972
2015-12-30,-5.9,0.2,2.4876
2015-12-31,0.2,4.8,2.4192
2016-01-01,1.1,4.8,2.7252
2016-01-02,0.7,3.4,3.7368
2016-01-03,-1.7,5.4,1.4868000000000001
2016-01-04,-8.4,1.3,2.6748000000000003
2016-01-05,-11.2,-1.0,8.2116
2016-01-06,-1.1,6.4,8.0964
2016-01-07,-3.8,5.5,8.028
2016-01-08,-4.5,3.1,7.9236
2016-01-09,-3.0,2.2,3.4236
2016-01-10,1.1,11.6,1.7784
2016-01-11,-1.9,11.1,4.518
2016-01-12,-3.4,0.2,4.6872
2016-01-13,-4.7,2.6,1.8864
2016-01-14,-6.0,-2.9,3.8952
2016-01-15,-7.9,-2.5,6.84
2016-01-16,-4.7,0.8,1.2492
2016-01-17,-2.2,1.2,3.5892
2016-01-18,-5.7,-1.0,3.708
2016-01-19,-8.6,-4.5,3.0096
2016-01-20,-4.8,-1.4,3.4632
2016-01-21,-5.4,-3.1,4.6152
2016-01-22,-9.3,-3.3,6.2496
2016-01-23,-10.7,-5.3,3.9455999999999998
2016-01-24,-7.1,0.0,7.7148
2016-01-25,-8.5,-0.4,8.3088
2016-01-26,-8.5,7.5,6.3180000000000005
2016-01-27,-2.9,6.7,2.7396
2016-01-28,-6.1,4.0,6.5412
2016-01-29,-1.6,1.7,1.4976
2016-01-30,-2.5,3.0,5.6052
2016-01-31,2.8,6.8,6.9336
2016-02-01,2.0,9.8,7.444800000000001
2016-02-02,-5.5,3.7,11.1168
2016-02-03,-6.0,8.6,4.0752
2016-02-04,4.5,10.5,1.9656
2016-02-05,-2.8,4.5,1.4868
2016-02-06,-5.1,1.8,11.1204
2016-02-07,-4.4,6.3,9.9972
2016-02-08,-6.3,-4.1,1.5192
2016-02-09,-4.2,-0.6,6.6204
2016-02-10,-3.1,0.0,4.309200000000001
2016-02-11,-6.6,2.7,4.9824
2016-02-12,-10.4,-4.8,4.6764
2016-02-13,-10.8,-7.2,4.1076
2016-02-14,-11.9,-9.6,5.958
2016-02-15,-10.8,-0.7,7.9668
2016-02-16,-1.5,10.5,7.6068
2016-02-17,-1.7,8.4,7.74
2016-02-18,-4.0,4.4,13.5432
2016-02-19,-5.2,1.3,14.3496
2016-02-20,-2.3,5.9,1.944
2016-02-21,2.1,7.3,9.5472
2016-02-22,-8.1,2.2,14.770800000000001
2016-02-23,-9.6,-0.5,13.338000000000001
2016-02-24,-1.3,11.2,4.626
2016-02-25,5.3,12.9,1.6380000000000001
2016-02-26,-4.5,5.3,5.3784
2016-02-27,-6.7,1.7,16.0884
2016-02-28,1.5,7.2,14.1984
2016-02-29,2.6,10.3,15.278400000000001
2016-03-01,-4.7,5.5,16.488
2016-03-02,-4.1,9.8,2.6496
2016-03-03,-8.9,-4.2,12.0204
2016-03-04,-11.0,-0.4,12.42
2016-03-05,-6.7,-1.0,9.8568
2016-03-06,-8.8,0.9,13.194
2016-03-07,-5.3,3.9,12.168
2016-03-08,-2.5,6.6,17.2044
2016-03-09,-3.1,7.9,7.3368
2016-03-10,1.4,13.5,7.11
2016-03-11,-2.4,5.0,9.5004
2016-03-12,-2.6,5.2,18.442800000000002
2016-03-13,-3.4,8.3,19.2528
2016-03-14,-5.1,5.4,19.2456
2016-03-15,-0.3,6.2,6.732
2016-03-16,5.8,10.7,8.8236
2016-03-17,2.5,6.7,6.084
2016-03-18,-1.6,7.9,11.1132
2016-03-19,-3.9,0.3,17.0244
2016-03-20,-6.2,-0.3,21.1428
2016-03-21,-3.4,0.5,3.15
2016-03-22,-1.2,3.5,17.622
2016-03-23,-2.3,7.1,7.4844
2016-03-24,-3.4,0.2,5.4144
2016-03-25,0.2,13.6,6.2784
2016-03-26,-0.1,6.6,15.6204
2016-03-27,-1.0,5.6,15.7104
2016-03-28,0.2,10.8,6.6564
2016-03-29,0.3,4.8,10.0872
2016-03-30,0.0,5.7,22.6512
2016-03-31,4.3,12.1,18.9828
2016-04-01,7.4,12.7,3.7763999999999998
2016-04-02,4.7,10.0,3.2004
2016-04-03,-5.2,5.1,5.7708
2016-04-04,-5.6,-1.7,15.3756
2016-04-05,-7.6,-2.4,19.5516
2016-04-06,-6.7,2.5,23.2596
2016-04-07,2.4,11.4,12.841199999999999
2016-04-08,4.4,10.2,10.0872
2016-04-09,0.2,6.7,18.882
2016-04-10,-1.9,3.2,23.5872
2016-04-11,0.7,8.5,9.108
2016-04-12,4.2,10.6,5.0688
2016-04-13,1.4,9.8,25.4232
2016-04-14,0.4,11.4,23.2992
2016-04-15,0.6,11.7,24.5124
2016-04-16,1.6,13.3,24.3
2016-04-17,1.7,9.8,25.4844
2016-04-18,2.4,16.9,19.0188
2016-04-19,1.9,10.4,18.6444
2016-04-20,0.8,11.0,26.1108
2016-04-21,4.1,11.8,26.2872
2016-04-22,3.9,19.0,23.8932
2016-04-23,5.2,13.7,7.6968
2016-04-24,-0.4,8.4,27.846
2016-04-25,0.5,8.5,27.342
2016-04-26,-1.3,6.3,6.5123999999999995
2016-04-27,-2.0,7.9,27.9252
2016-04-28,-2.0,5.9,28.152
2016-04-29,-2.9,7.0,28.764
2016-04-30,-0.8,11.2,28.2744
2016-05-01,0.4,12.1,23.688
2016-05-02,5.8,12.9,11.5848
2016-05-03,5.9,8.2,9.6876
2016-05-04,4.4,11.3,12.78
2016-05-05,5.2,12.9,9.8028
2016-05-06,6.4,11.8,14.796
2016-05-07,6.9,17.2,13.32
2016-05-08,5.7,11.6,18.63
2016-05-09,4.7,8.8,23.8932
2016-05-10,5.6,10.9,29.3364
2016-05-11,4.8,13.6,29.97
2016-05-12,4.0,14.8,27.503999999999998
2016-05-13,7.3,16.7,22.9572
2016-05-14,8.8,15.6,22.2444
2016-05-15,7.6,13.4,15.9192
2016-05-16,5.2,9.0,15.876
2016-05-17,5.1,11.7,29.822400000000002
2016-05-18,4.6,14.3,29.5956
2016-05-19,4.0,15.9,19.4004
2016-05-20,7.8,15.0,26.892
2016-05-21,9.1,18.0,28.8036
2016-05-22,9.5,13.3,6.4332
2016-05-23,8.6,17.2,11.6748
2016-05-24,8.6,19.8,19.2204
2016-05-25,9.0,16.6,22.9212
2016-05-26,8.6,20.4,27.9468
2016-05-27,8.2,16.1,17.2692
2016-05-28,10.9,21.9,25.1352
2016-05-29,9.3,16.0,13.100399999999999
2016-05-30,10.3,14.7,7.3332
2016-05-31,9.7,14.6,14.184000000000001
2016-06-01,9.2,24.7,30.0132
2016-06-02,7.6,17.4,30.6684
2016-06-03,8.6,19.1,18.3564
2016-06-04,10.7,15.3,20.9844
2016-06-05,10.9,17.0,21.470399999999998
2016-06-06,11.4,16.4,17.0496
2016-06-07,10.3,20.2,17.7624
2016-06-08,10.0,16.9,23.112000000000002
2016-06-09,9.6,13.3,24.5484
2016-06-10,8.6,14.2,14.6412
2016-06-11,8.1,16.7,23.0868
2016-06-12,9.2,16.9,9.5472
2016-06-13,9.0,13.5,12.5676
2016-06-14,7.6,14.4,17.298000000000002
2016-06-15,7.2,16.1,26.6004
2016-06-16,9.5,18.7,28.116
2016-06-17,7.8,18.1,31.9104
2016-06-18,6.1,18.2,32.2236
2016-06-19,9.9,19.3,31.4856
2016-06-20,10.4,20.6,31.7196
2016-06-21,10.4,19.0,16.4016
2016-06-22,11.2,21.7,28.1772
2016-06-23,9.6,19.1,29.6892
2016-06-24,8.3,21.8,31.4784
2016-06-25,8.5,23.4,31.392
2016-06-26,9.4,23.7,29.7828
2016-06-27,9.9,21.7,30.7548
2016-06-28,13.7,23.3,22.7196
2016-06-29,15.4,21.3,13.5504
2016-06-30,11.1,20.5,19.3356
2016-07-01,10.8,23.7,29.2536
2016-07-02,13.6,19.5,12.348
2016-07-03,11.8,19.9,31.4316
2016-07-04,12.9,21.1,30.7008
2016-07-05,14.5,21.6,20.7144
2016-07-06,14.4,21.1,24.318
2016-07-07,14.5,19.6,10.1448
2016-07-08,13.6,18.9,9.3816
2016-07-09,13.3,18.2,11.5164
2016-07-10,12.6,16.0,6.2496
2016-07-11,11.7,20.0,23.202
2016-07-12,13.4,21.5,28.0368
2016-07-13,12.9,22.0,28.9116
2016-07-14,15.1,23.9,26.0856
2016-07-15,16.1,24.9,20.0124
2016-07-16,13.4,24.7,26.337600000000002
2016-07-17,14.5,22.2,8.953199999999999
2016-07-18,16.5,21.0,14.3712
2016-07-19,13.0,23.2,25.3908
2016-07-20,12.1,19.9,29.9268
2016-07-21,12.7,23.9,27.8856
2016-07-22,15.7,21.6,22.8456
2016-07-23,15.4,22.7,20.2572
2016-07-24,14.7,24.7,25.2216
2016-07-25,13.5,26.6,27.3312
2016-07-26,16.2,24.6,16.8516
2016-07-27,15.1,26.9,28.3212
2016-07-28,13.6,25.0,25.3728
2016-07-29,16.6,25.4,11.9268
2016-07-30,13.8,23.5,25.5312
2016-07-31,12.2,25.9,22.878
2016-08-01,15.1,28.3,16.2684
2016-08-02,13.5,25.7,14.5872
2016-08-03,12.2,22.4,27.6048
2016-08-04,11.3,21.3,25.4556
2016-08-05,13.7,22.3,24.0048
2016-08-06,14.9,22.9,17.4636
2016-08-07,13.3,22.3,27.504
2016-08-08,12.8,21.5,27.493199999999998
2016-08-09,11.7,21.0,26.5284
2016-08-10,11.9,22.5,19.008
2016-08-11,15.8,22.5,12.5532
2016-08-12,16.1,22.9,9.1152
2016-08-13,17.8,23.4,11.0556
2016-08-14,16.9,25.4,13.9752
2016-08-15,13.4,25.7,19.206
2016-08-16,13.3,23.5,22.0896
2016-08-17,14.0,22.1,9.8856
2016-08-18,13.4,22.8,23.450400000000002
2016-08-19,13.7,23.6,25.5888
2016-08-20,11.8,23.2,22.3776
2016-08-21,16.2,26.8,21.7188
2016-08-22,14.1,22.9,8.442
2016-08-23,13.0,19.5,25.578
2016-08-24,14.5,23.9,22.932
2016-08-25,16.1,22.25,21.3732
2016-08-26,16.3,20.6,6.3431999999999995
2016-08-27,14.9,25.4,24.2496
2016-08-28,13.5,23.7,23.4864
2016-08-29,13.3,21.1,12.8484
2016-08-30,11.6,21.1,21.3552
2016-08-31,15.6,20.9,12.4632
2016-09-01,13.7,20.4,8.1396
2016-09-02,10.2,21.1,15.7896
2016-09-03,10.2,20.9,21.5892
2016-09-04,9.9,23.0,18.0216
2016-09-05,10.1,25.5,16.3368
2016-09-06,17.0,27.3,10.566
2016-09-07,17.6,27.3,20.4768
2016-09-08,18.0,26.0,16.221600000000002
2016-09-09,16.1,22.4,9.3384
2016-09-10,15.1,27.0,21.402
2016-09-11,13.1,20.6,7.7328
2016-09-12,10.6,18.3,21.996
2016-09-13,13.0,21.1,19.7388
2016-09-14,12.5,21.1,18.0036
2016-09-15,7.3,18.0,21.5316
2016-09-16,5.3,19.6,20.7252
2016-09-17,7.8,21.2,20.142
2016-09-18,17.0,21.9,5.688
2016-09-19,16.6,21.0,6.1848
2016-09-20,15.6,21.3,8.5608
2016-09-21,14.4,23.1,16.3512
2016-09-22,11.2,21.6,19.1268
2016-09-23,8.1,19.2,6.0516000000000005
2016-09-24,7.866666666666666,14.9,19.2888
2016-09-25,7.633333333333334,14.4,13.6836
2016-09-26,7.4,14.8,18.9396
2016-09-27,9.6,15.7,3.1284
2016-09-28,11.1,16.0,7.632000000000001
2016-09-29,5.8,18.4,17.0064
2016-09-30,4.6,17.2,13.0428
2016-10-01,8.2,18.9,8.514000000000001
2016-10-02,11.9,16.9,7.3008
2016-10-03,5.3,18.8,9.7776
2016-10-04,2.8,15.9,17.2836
2016-10-05,2.5,18.2,17.5428
2016-10-06,3.1,17.8,17.0532
2016-10-07,8.5,21.7,16.2
2016-10-08,6.3,20.0,14.7024
2016-10-09,9.8,18.7,4.5360000000000005
2016-10-10,5.6,10.6,3.4704
2016-10-11,3.2,12.4,15.498000000000001
2016-10-12,5.0,16.2,13.780800000000001
2016-10-13,6.8,19.6,13.1796
2016-10-14,2.4,14.3,14.691600000000001
2016-10-15,0.6,12.2,14.259599999999999
2016-10-16,1.1,14.4,10.4904
2016-10-17,6.2,17.8,13.730400000000001
2016-10-18,6.8,16.6,7.7796
2016-10-19,7.9,17.3,4.5828
2016-10-20,3.4,17.0,13.7268
2016-10-21,10.4,19.8,3.4164
2016-10-22,10.6,19.2,3.3012
2016-10-23,7.4,11.0,6.5664
2016-10-24,6.7,13.0,10.1196
2016-10-25,3.7,8.1,5.616
2016-10-26,3.8,8.8,4.9967999999999995
2016-10-27,2.5,11.1,10.6992
2016-10-28,4.85,9.0,1.872
2016-10-29,7.2,11.5,4.5036000000000005
2016-10-30,7.2,11.9,3.9168000000000003
2016-10-31,6.1,8.8,3.7296
2016-11-01,3.4,10.2,5.2956
2016-11-02,3.3,10.7,3.7728
2016-11-03,6.6,11.3,3.0024
2016-11-04,1.6,8.9,3.1356
2016-11-05,-0.3,7.8,8.4564
2016-11-06,3.9,7.3,3.8484
2016-11-07,-1.5,10.0,11.0736
2016-11-08,-2.1,13.1,10.709999999999999
2016-11-09,0.6,12.9,6.8508
2016-11-10,1.8,8.8,9.4752
2016-11-11,4.2,13.6,6.0444
2016-11-12,1.4,8.9,10.0188
2016-11-13,6.4,11.3,8.55
2016-11-14,1.9,13.7,9.6948
2016-11-15,4.2,13.6,4.6044
2016-11-16,8.1,15.6,2.2176
2016-11-17,9.1,12.1,2.916
2016-11-18,7.9,10.6,2.8872
2016-11-19,6.9,11.6,3.7836
2016-11-20,6.6,12.1,3.5568
2016-11-21,1.6,7.4,2.9592
2016-11-22,1.0,5.3,3.6323999999999996
2016-11-23,0.5,4.6,2.772
2016-11-24,1.7,5.8,5.688
2016-11-25,0.8,6.1,4.0428
2016-11-26,2.2,9.9,5.1372
2016-11-27,2.0,6.6,3.4272
2016-11-28,-0.04999999999999982,6.5,4.7232
2016-11-29,-2.1,6.4,3.7548
2016-11-30,3.2,11.2,5.785200000000001
2016-12-01,4.3,11.3,1.5012
2016-12-02,2.1,8.4,4.9104
2016-12-03,0.7,4.7,3.942
2016-12-04,-1.5,0.8,2.34
2016-12-05,-5.5,1.2,2.8332
2016-12-06,-3.8,0.4,2.1888
2016-12-07,-3.5,0.4,2.5812
2016-12-08,-1.3,6.8,3.5208
2016-12-09,-3.7,2.6,3.3624
2016-12-10,-6.9,-3.5,4.0283999999999995
2016-12-11,-7.0,-1.9,3.3695999999999997
2016-12-12,-5.3,7.5,1.0584
2016-12-13,-4.7,3.3,4.2876
2016-12-14,-2.4,5.3,1.6308
2016-12-15,-12.6,2.7,1.6416
2016-12-16,-15.6,-7.7,2.2212
2016-12-17,-10.6,7.2,1.4904
2016-12-18,0.9,12.5,1.3104
2016-12-19,-10.4,0.8,5.5656
2016-12-20,-10.7,1.8,6.3072
2016-12-21,1.6,5.5,7.272
2016-12-22,0.7,6.2,1.5515999999999999
2016-12-23,0.8,6.1,4.8924
2016-12-24,4.0,7.6,1.71
2016-12-25,-5.3,5.4,5.8751999999999995
2016-12-26,-8.7,3.0,6.1272
2016-12-27,3.0,10.8,2.5956
2016-12-28,-2.2,4.7,2.8728
2016-12-29,-2.2,7.7,4.392
2016-12-30,0.3,9.0,4.1292
2016-12-31,-3.7,4.7,4.3092
2017-01-01,0.2,6.8,2.7072
2017-01-02,-3.6,2.7,7.4376
2017-01-03,-4.4,3.4,4.572
2017-01-04,3.4,8.5,2.394
2017-01-05,0.3,5.0,3.6396
2017-01-06,-4.4,2.8,1.1664
2017-01-07,-8.6,-4.3,2.2680000000000002
2017-01-08,-9.9,-5.7,2.5056
2017-01-09,-13.6,-9.4,4.1976
2017-01-10,-10.5,2.6,5.328
2017-01-11,2.3,8.3,3.1788
2017-01-12,2.8,10.0,1.314
2017-01-13,-7.6,8.9,6.21
2017-01-14,-9.9,0.4,6.0264
2017-01-15,-7.7,-0.1,4.194
2017-01-16,-11.1,4.3,7.0848
2017-01-17,-7.6,3.3,8.5212
2017-01-18,-8.4,-1.3,3.6144
2017-01-19,-1.7,2.3,2.862
2017-01-20,-1.1,4.6,7.6032
2017-01-21,-1.3,4.6,2.2644
2017-01-22,-1.9,3.0,3.7404
2017-01-23,-2.6,1.9,8.424
2017-01-24,-1.1,9.9,1.4652
2017-01-25,1.8,9.4,3.5028
2017-01-26,1.4,7.5,2.5776
2017-01-27,1.2,6.6,9.4284
2017-01-28,0.1,3.2,6.1272
2017-01-29,0.0,4.5,2.3364000000000003
2017-01-30,-2.7,5.0,8.46
2017-01-31,-6.2,-1.6,6.4296
2017-02-01,-5.9,3.2,2.0987999999999998
2017-02-02,-3.4,2.7,8.01
2017-02-03,-6.9,-1.8,4.8528
2017-02-04,-7.1,-1.4,5.7672
2017-02-05,-2.2,4.0,5.13
2017-02-06,-5.2,2.8,8.186399999999999
2017-02-07,-9.4,-2.9,4.0824
2017-02-08,-2.9,8.7,2.16
2017-02-09,-8.3,0.8,5.4396
2017-02-10,-11.3,-7.6,4.0032
2017-02-11,-14.1,-7.6,4.0392
2017-02-12,-11.5,-1.8,6.5556
2017-02-13,-3.9,1.2,2.8080000000000003
2017-02-14,-7.2,-3.9,4.9536
2017-02-15,-8.9,-0.9,8.028
2017-02-16,-4.3,-1.6,6.8112
2017-02-17,-2.7,2.0,8.604000000000001
2017-02-18,-2.3,4.2,8.3016
2017-02-19,1.9,8.3,13.4748
2017-02-20,-3.0,2.2,10.4148
2017-02-21,-5.2,2.2,14.886
2017-02-22,-4.4,5.0,11.6028
2017-02-23,-4.9,6.7,7.1064
2017-02-24,4.5,9.5,9.378
2017-02-25,5.8,15.0,11.3328
2017-02-26,-2.5,12.2,11.97
2017-02-27,-3.7,5.9,15.289200000000001
2017-02-28,-0.5,9.3,13.0032
2017-03-01,3.5,8.7,4.2084
2017-03-02,-3.3,8.4,8.7768
2017-03-03,-6.8,-1.8,16.9416
2017-03-04,-13.1,-6.8,6.0336
2017-03-05,-11.3,-3.6,11.3148
2017-03-06,-8.6,0.0,17.1432
2017-03-07,-8.7,2.2,9.3276
2017-03-08,2.1,6.8,2.0915999999999997
2017-03-09,-2.0,7.0,12.895199999999999
2017-03-10,-5.9,-2.0,6.7176
2017-03-11,-15.7,-5.9,7.1784
2017-03-12,-15.1,-5.9,6.3324
2017-03-13,-8.4,-3.1,11.3256
2017-03-14,-3.1,8.3,3.96
2017-03-15,-3.1,3.4,3.9636
2017-03-16,-4.2,-0.2,12.128400000000001
2017-03-17,-5.9,-2.2,10.7604
2017-03-18,-6.3,1.5,15.7716
2017-03-19,-6.2,0.8,5.4108
2017-03-20,-1.1,5.7,11.4336
2017-03-21,-1.8,4.5,19.0872
2017-03-22,-8.4,6.6,13.111199999999998
2017-03-23,-9.3,-3.1,18.0468
2017-03-24,-9.3,1.0,9.6228
2017-03-25,-2.3,4.3,12.3192
2017-03-26,-6.2,1.6,22.0644
2017-03-27,-3.2,1.4,4.309200000000001
2017-03-28,-0.3,4.3,9.2196
2017-03-29,-0.7,2.7,6.318
2017-03-30,-0.6,4.0,16.3296
2017-03-31,-1.2,5.6,21.6792
2017-04-01,-1.4,4.9,9.918
2017-04-02,-3.2,5.0,14.4648
2017-04-03,-2.4,6.4,23.1696
2017-04-04,-4.3,6.5,11.016
2017-04-05,0.2,4.2,7.5492
2017-04-06,2.1,11.4,8.208
2017-04-07,3.8,11.2,9.838799999999999
2017-04-08,2.9,6.5,11.8332
2017-04-09,-0.3,7.4,23.9976
2017-04-10,1.7,9.6,18.4356
2017-04-11,4.6,13.0,22.374
2017-04-12,3.8,10.8,17.2296
2017-04-13,3.4,10.4,21.168
2017-04-14,1.6,10.1,25.3404
2017-04-15,2.7,11.9,24.7536
2017-04-16,6.2,11.7,13.0104
2017-04-17,1.3,13.2,21.3552
2017-04-18,-0.8,10.9,20.196
2017-04-19,-3.0,4.4,24.1524
2017-04-20,-0.8,5.6,7.398000000000001
2017-04-21,0.5,10.1,17.6292
2017-04-22,2.1,4.7,6.1416
2017-04-23,1.3,8.2,19.339199999999998
2017-04-24,-0.8,9.9,24.534
2017-04-25,-0.5,14.7,18.3492
2017-04-26,7.9,16.0,11.0016
2017-04-27,8.5,15.7,7.9632000000000005
2017-04-28,6.6,12.8,8.474400000000001
2017-04-29,6.4,16.9,12.798
2017-04-30,3.8,10.2,25.1748
2017-05-01,3.4,5.7,3.5028
2017-05-02,5.7,13.9,6.318
2017-05-03,5.8,11.5,27.7452
2017-05-04,3.8,11.4,27.936
2017-05-05,3.8,15.0,15.6564
2017-05-06,11.1,14.8,6.4512
2017-05-07,7.6,15.7,23.274
2017-05-08,5.3,11.2,22.0608
2017-05-09,4.9,10.0,7.5312
2017-05-10,3.1,10.7,18.5832
2017-05-11,2.8,13.9,15.0372
2017-05-12,2.8,17.8,26.2368
2017-05-13,1.6,12.6,29.3076
2017-05-14,5.1,10.9,6.5844000000000005
2017-05-15,5.8,11.4,10.3608
2017-05-16,5.2,14.7,26.0964
2017-05-17,8.7,18.8,28.476
2017-05-18,9.3,21.4,27.4212
2017-05-19,9.1,17.7,27.7128
2017-05-20,5.9,13.5,30.9852
2017-05-21,3.8,15.1,31.0104
2017-05-22,3.5,14.4,12.7116
2017-05-23,4.1,11.3,7.326
2017-05-24,4.2,16.4,11.7612
2017-05-25,6.7,17.3,11.394
2017-05-26,8.9,15.4,14.3424
2017-05-27,7.7,11.2,9.45
2017-05-28,6.4,12.2,11.088
2017-05-29,6.7,15.8,22.6476
2017-05-30,6.8,16.8,30.1284
2017-05-31,7.8,17.6,15.678
2017-06-01,8.2,16.0,26.330399999999997
2017-06-02,6.0,15.7,29.7144
2017-06-03,6.5,14.0,29.358
2017-06-04,6.8,17.0,30.7476
2017-06-05,8.0,18.1,18.738
2017-06-06,8.5,13.9,10.6668
2017-06-07,6.5,18.4,29.3652
2017-06-08,6.4,17.9,29.8188
2017-06-09,9.0,14.5,8.136000000000001
2017-06-10,10.3,17.6,31.68
2017-06-11,10.9,17.9,28.422
2017-06-12,12.1,26.3,29.6784
2017-06-13,11.3,23.0,27.8604
2017-06-14,9.3,17.3,31.7664
2017-06-15,8.4,16.4,30.0888
2017-06-16,8.4,17.7,15.012
2017-06-17,11.3,17.4,4.5612
2017-06-18,10.9,18.3,9.9396
2017-06-19,13.7,18.9,13.9284
2017-06-20,11.8,17.3,6.7284
2017-06-21,10.0,19.9,20.7432
2017-06-22,9.4,19.3,30.6972
2017-06-23,10.2,18.0,10.5768
2017-06-24,10.3,16.5,8.19
2017-06-25,9.1,20.9,31.1184
2017-06-26,11.5,18.7,30.8016
2017-06-27,9.1,20.5,28.5048
2017-06-28,11.7,18.9,27.2772
2017-06-29,9.8,20.8,27.9828
2017-06-30,12.8,16.9,11.4516
2017-07-01,14.0,16.8,8.1108
2017-07-02,13.0,18.6,11.9232
2017-07-03,12.1,23.6,27.910800000000002
2017-07-04,11.3,20.7,30.7908
2017-07-05,11.4,22.1,30.0852
2017-07-06,10.3,22.3,31.0752
2017-07-07,13.5,22.1,11.556000000000001
2017-07-08,13.5,20.9,22.1616
2017-07-09,13.3,21.4,23.5008
2017-07-10,14.3,22.6,28.8288
2017-07-11,14.8,22.5,14.3748
2017-07-12,13.3,24.2,21.2076
2017-07-13,14.1,22.8,10.8036
2017-07-14,14.2,21.0,19.6596
2017-07-15,13.3,22.8,16.866
2017-07-16,13.3,19.6,18.3168
2017-07-17,13.7,21.5,16.398
2017-07-18,15.9,24.8,20.3112
2017-07-19,15.2,21.5,15.156
2017-07-20,15.1,26.2,25.326
2017-07-21,14.8,24.2,28.5696
2017-07-22,13.7,22.6,28.5012
2017-07-23,10.6,22.3,28.7352
2017-07-24,10.6,21.5,10.5048
2017-07-25,11.7,18.6,10.116
2017-07-26,9.9,21.6,29.8656
2017-07-27,9.5,18.0,13.7376
2017-07-28,11.6,18.1,14.8824
2017-07-29,11.6,20.1,14.6088
2017-07-30,13.1,24.9,26.7768
2017-07-31,10.5,23.4,28.976399999999998
2017-08-01,12.6,21.5,27.5976
2017-08-02,11.1,26.7,27.0252
2017-08-03,14.4,23.8,23.9616
2017-08-04,15.6,25.2,24.6024
2017-08-05,18.3,26.5,19.6524
2017-08-06,13.9,24.1,17.4276
2017-08-07,13.1,21.9,25.5996
2017-08-08,11.2,22.6,6.5484
2017-08-09,14.0,22.0,18.1044
2017-08-10,14.4,24.4,22.4856
2017-08-11,14.0,29.3,24.6096
2017-08-12,16.2,20.0,5.5404
2017-08-13,13.3,19.8,8.9928
2017-08-14,12.4,24.4,23.5116
2017-08-15,11.5,24.7,16.6968
2017-08-16,13.8,24.5,16.812
2017-08-17,11.2,18.5,25.3692
2017-08-18,11.4,23.2,15.508799999999999
2017-08-19,14.9,18.9,4.9032
2017-08-20,13.5,22.2,22.1148
2017-08-21,13.6,21.6,24.1704
2017-08-22,14.6,22.9,20.016000000000002
2017-08-23,13.5,18.9,4.194
2017-08-24,11.6,24.3,24.8292
2017-08-25,11.4,21.2,24.2496
